,Survived,Pclass,Sex,Age,SibSp,Parch,Category,group_age,Age_group
861,0,2,male,21.0,1,0,Man,Adults,"(20, 30]"
862,1,1,female,48.0,0,0,Woman,Seniors,"(40, 50]"
863,0,3,female,21.5,8,2,Woman,Adults,"(20, 30]"
864,0,2,male,24.0,0,0,Man,Adults,"(20, 30]"
865,1,2,female,42.0,0,0,Woman,Seniors,"(40, 50]"
866,1,2,female,27.0,1,0,Woman,Adults,"(20, 30]"
867,0,1,male,31.0,0,0,Man,Adults,"(30, 40]"
868,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
869,1,3,male,4.0,1,1,child,Childs,"(0, 10]"
870,0,3,male,26.0,0,0,Man,Adults,"(20, 30]"
871,1,1,female,47.0,1,1,Woman,Seniors,"(40, 50]"
872,0,1,male,33.0,0,0,Man,Adults,"(30, 40]"
873,0,3,male,47.0,0,0,Man,Seniors,"(40, 50]"
874,1,2,female,28.0,1,0,Woman,Adults,"(20, 30]"
875,1,3,female,15.0,0,0,child,Childs,"(10, 20]"
876,0,3,male,20.0,0,0,Man,Adults,"(10, 20]"
877,0,3,male,19.0,0,0,Man,Adults,"(10, 20]"
878,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
879,1,1,female,56.0,0,1,Woman,Seniors,"(50, 60]"
880,1,2,female,25.0,0,1,Woman,Adults,"(20, 30]"
881,0,3,male,33.0,0,0,Man,Adults,"(30, 40]"
882,0,3,female,22.0,0,0,Woman,Adults,"(20, 30]"
883,0,2,male,28.0,0,0,Man,Adults,"(20, 30]"
884,0,3,male,25.0,0,0,Man,Adults,"(20, 30]"
885,0,3,female,39.0,0,5,Woman,Adults,"(30, 40]"
886,0,2,male,27.0,0,0,Man,Adults,"(20, 30]"
887,1,1,female,19.0,0,0,Woman,Adults,"(10, 20]"
888,0,3,female,21.5,1,2,Woman,Adults,"(20, 30]"
889,1,1,male,26.0,0,0,Man,Adults,"(20, 30]"
890,0,3,male,32.0,0,0,Man,Adults,"(30, 40]"
